id,matched_actor,text,username,timestamp,likes,retweets,hashtags,word_count,long_form,duplicate_content_cluster_id,detected_language,flagged_content,flagged_reason,confirmed_flag,topic_relevant,relations_checked,relations_recheck_done,clean_text,clean_text_lemmatized,long_form_excerpt,hashtags_extracted,actor_match_diff,actor_match_verified,actors_mentioned,sentiment_score,sentiment_label
2098130762046603456,"Pakistan, Saudi Arabia, Turkiye","⚡ Remember the “Mecca Pact” aka Muslim NATO between Saudi Arabia, Pakistan &amp; Turkey?

The usual suspects 'Endia' gaya

I said it wasn’t worth the paper it was printed on.

Now the Houthis hit Saudi, and Pakistan &amp; Turkey’s grand military response was…

Kadi Ninda™. 😭 https://t.co/lEhB3qWYln",arunpudur,2026-09-10 19:25:29+0000,1,1,,47,False,,en,False,,,True,True,,"⚡ remember the “mecca pact” aka muslim nato between saudi arabia, pakistan &amp; turkey? the usual suspects 'endia' gaya i said it wasn’t worth the paper it was printed on. now the houthis hit saudi, and pakistan &amp; turkey’s grand military response was… kadi ninda™. 😭",remember mecca pact aka muslim nato saudi arabia pakistan amp turkey usual suspect gaya said worth paper printed houthis hit saudi pakistan amp turkey grand military response kadi,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098130419095118046,"Pakistan, Saudi Arabia","@HiraYasirr2002 Pakistan turns down Saudi request to strike Houthis.    

Pakistan says the Mecca Pact of mutual defense “doesn’t cover a pre-existing condition,” so it only covers wars started after the pact was signed. It also covers only state actors, not non-state actors.

Pakistan is scared",SumitWestshore,2026-09-10 19:24:07+0000,0,0,,45,False,,en,False,,,True,True,,"pakistan turns down saudi request to strike houthis. pakistan says the mecca pact of mutual defense “doesn’t cover a pre-existing condition,” so it only covers wars started after the pact was signed. it also covers only state actors, not non-state actors. pakistan is scared",pakistan turn saudi request strike houthis pakistan say mecca pact mutual defense cover condition cover war started pact signed also cover state actor actor pakistan scared,,[],,True,"['Pakistan', 'Saudi Arabia']",,
2098129105782964610,"Pakistan, Saudi Arabia","पाकिस्तान की नई गीदड़भभकी: कंगाली के दौर में हूती ठिकानों पर हमले का खोखला दावा
#PakistanPolitic #ExposingPakistan #MiddleEastConflict #EconomicCrisis #HouthiAttacks  https://t.co/rcLMZ5JrWM",uktehelka24,2026-09-10 19:18:54+0000,0,0,"#EconomicCrisis, #ExposingPakistan, #HouthiAttacks, #MiddleEastConflict, #PakistanPolitic",21,False,,hi,False,,,,,,,,,,,,,,
2098129103295578539,Saudi Arabia,"while mecca pact holders hiding out in bunkers, Israel has been expanding its territory continuously. 

greater israel will touch saudi at one point.",AksShivam,2026-09-10 19:18:54+0000,0,0,,23,False,,en,False,,,True,True,,"while mecca pact holders hiding out in bunkers, israel has been expanding its territory continuously. greater israel will touch saudi at one point.",mecca pact holder hiding bunker israel expanding territory continuously greater israel touch saudi one point,,[],,True,['Saudi Arabia'],,
2098127996678971436,"Saudi Arabia, Turkiye",@IsThatMaaz You can follow the Mecca Pact and play with Turkey &amp; Saudi.,6374c3f538b94a2,2026-09-10 19:14:30+0000,0,0,,13,False,,en,False,,,True,True,,you can follow the mecca pact and play with turkey &amp; saudi.,follow mecca pact play turkey amp saudi,,[],,True,"['Saudi Arabia', 'Turkiye']",,
2098127881172029686,"Iran, Pakistan, Saudi Arabia","🚨FLASH:🇺🇸🇮🇷Iran says IAEA moves will push countries to exit NPT

Iran is making new missiles in limited quantities from existing components

Pakistan says no military response discussed under Mecca pact over Houthi attacks on Saudi Arabia",RedLineMediaHQ,2026-09-10 19:14:02+0000,0,0,,36,False,,en,False,,,True,True,,🚨flash:🇺🇸🇮🇷iran says iaea moves will push countries to exit npt iran is making new missiles in limited quantities from existing components pakistan says no military response discussed under mecca pact over houthi attacks on saudi arabia,say iaea move push country exit npt iran making new missile limited quantity existing component pakistan say military response discussed mecca pact houthi attack saudi arabia,,[],,True,"['Iran', 'Pakistan', 'Saudi Arabia']",,
2098127481509404847,"Pakistan, Saudi Arabia","@Reuters Houthi attacks Saudi Arabia: 🚨
Mecca Pact: 🤝
Pakistan: Let’s not make this awkward 😂",X9Batman,2026-09-10 19:12:27+0000,0,0,,16,False,,en,False,,,True,True,,houthi attacks saudi arabia: 🚨 mecca pact: 🤝 pakistan: let’s not make this awkward 😂,houthi attack saudi arabia mecca pact pakistan let make awkward,,[],,True,"['Pakistan', 'Saudi Arabia']",,
2098127426400469139,"Saudi Arabia, Turkiye",@smitaprakash Mecca pact is just a form of donation taken from Saudi &amp; Turkey. Begger is a begger.,6374c3f538b94a2,2026-09-10 19:12:14+0000,0,0,,18,False,,en,False,,,True,True,,mecca pact is just a form of donation taken from saudi &amp; turkey. begger is a begger.,mecca pact form donation taken saudi amp turkey begger begger,,[],,True,"['Saudi Arabia', 'Turkiye']",,
2098127022220353896,"Iran, Saudi Arabia","Saudi, nine years and tens of billions in Yemen, a coalition that already fractured with the UAE, and now as of today- losing actual strategic ground (Mocha, closing in on Bab el-Mandeb) to the exact group it went to war to crush a decade ago. If they don’t disengage, the risk isn’t just “Yemen was a waste,” it’s that the war keeps bleeding resources and credibility at precisely the moment Saudi needs bandwidth for the Mecca Pact hedge against Iran and for its own Vision 2030 positioning the 1967-style exposure would be getting caught overextended in Yemen right as a bigger regional test lands elsewhere.",kelevitch,2026-09-10 19:10:38+0000,14,0,,105,False,,en,False,,,True,True,,"saudi, nine years and tens of billions in yemen, a coalition that already fractured with the uae, and now as of today- losing actual strategic ground (mocha, closing in on bab el-mandeb) to the exact group it went to war to crush a decade ago. if they don’t disengage, the risk isn’t just “yemen was a waste,” it’s that the war keeps bleeding resources and credibility at precisely the moment saudi needs bandwidth for the mecca pact hedge against iran and for its own vision 2030 positioning the 1967-style exposure would be getting caught overextended in yemen right as a bigger regional test lands elsewhere.",saudi nine year ten billion yemen coalition already fractured uae losing actual strategic ground mocha closing bab exact group went war crush decade ago disengage risk yemen waste war keep bleeding resource credibility precisely moment saudi need bandwidth mecca pact hedge iran vision positioning exposure would getting caught overextended yemen right bigger regional test land elsewhere,,[],,True,"['Iran', 'Saudi Arabia']",,
2098126856117780883,Pakistan,"Foreign Ministry spokesperson Sajjad Haider Khan said at the weekly briefing:

“There is no such thing under discussion right now … When time comes (we) will act under the agreement.”

That is the official line. Pakistan also called the Mecca pact a defensive alliance focused on deterrence and said there were no plans to expand it. 
https://t.co/HAVlqmiz2i",Kobo_ichi_,2026-09-10 19:09:58+0000,1,0,,57,False,,en,False,,,True,True,,foreign ministry spokesperson sajjad haider khan said at the weekly briefing: “there is no such thing under discussion right now … when time comes (we) will act under the agreement.” that is the official line. pakistan also called the mecca pact a defensive alliance focused on deterrence and said there were no plans to expand it.,foreign ministry spokesperson sajjad haider khan said weekly briefing thing discussion right time come act official line pakistan also called mecca pact defensive alliance focused deterrence said plan expand,,[],,True,['Pakistan'],,
2098125716558577978,"Pakistan, Saudi Arabia","@sowmiyasid Pakistan turns down Saudi request to strike Houthis.  

Pakistan says the Mecca Pact of mutual defense “doesn’t cover a pre-existing condition,” so it only covers wars started after the pact was signed. It also covers only state actors, not non-state actors.",SumitWestshore,2026-09-10 19:05:26+0000,0,0,,42,False,,en,False,,,True,True,,"pakistan turns down saudi request to strike houthis. pakistan says the mecca pact of mutual defense “doesn’t cover a pre-existing condition,” so it only covers wars started after the pact was signed. it also covers only state actors, not non-state actors.",pakistan turn saudi request strike houthis pakistan say mecca pact mutual defense cover condition cover war started pact signed also cover state actor actor,,[],,True,"['Pakistan', 'Saudi Arabia']",,
2098124150389031149,Saudi Arabia,"@BDMOFA This statement is like dog barking at the sun🤧
First join Mecca pact and start fighting houthis, saudi is losing 😭
Go and help Banglade,pakis 🦃",Sogekingsniper7,2026-09-10 18:59:13+0000,0,0,,27,False,,en,False,,,True,True,,"this statement is like dog barking at the sun🤧 first join mecca pact and start fighting houthis, saudi is losing 😭 go and help banglade,pakis 🦃",statement like dog barking first join mecca pact start fighting houthis saudi losing go help banglade pakis,,[],,True,['Saudi Arabia'],,
2098123891956715829,"Pakistan, Saudi Arabia, Turkiye","@TinyDhillon 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂",patnaikomkar,2026-09-10 18:58:11+0000,1,0,,43,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098123873262674146,"Pakistan, Saudi Arabia","Ouch, Pakistan says no military response discussed under Mecca pact over Houthi attacks on Saudi Arabia!",RichardGarwe,2026-09-10 18:58:07+0000,0,0,,16,False,,en,False,,,True,True,,"ouch, pakistan says no military response discussed under mecca pact over houthi attacks on saudi arabia!",ouch pakistan say military response discussed mecca pact houthi attack saudi arabia,,[],,True,"['Pakistan', 'Saudi Arabia']",,
2098123698209227167,"Pakistan, Saudi Arabia, Turkiye","@Qais_99k2 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂",patnaikomkar,2026-09-10 18:57:25+0000,1,0,,43,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098122629572133327,Pakistan,"Pakistan will try to avoid any attacks on Houthis under mecca pact,to do so they might try to stir the situation on LOC",Chanakyanexus,2026-09-10 18:53:10+0000,0,0,,23,False,,en,False,,,True,True,,"pakistan will try to avoid any attacks on houthis under mecca pact,to do so they might try to stir the situation on loc",pakistan try avoid attack houthis mecca pact might try stir situation loc,,[],,True,['Pakistan'],,
2098122581484454249,Saudi Arabia,"Seems like pro-Saudi forces are being routed by Houthis.
No wonder they need Makkah pact and soldiers from elsewhere to fight their wars.",JackofBlades22,2026-09-10 18:52:59+0000,1,0,,23,False,,en,False,,,True,True,,seems like pro-saudi forces are being routed by houthis. no wonder they need makkah pact and soldiers from elsewhere to fight their wars.,seems like force routed houthis wonder need makkah pact soldier elsewhere fight war,,[],,True,['Saudi Arabia'],,
2098121439727489272,"Pakistan, Saudi Arabia, Turkiye","@Iam_Taha22 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂 https://t.co/MEmCVOV5cw",patnaikomkar,2026-09-10 18:48:27+0000,2,0,,44,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098121295661511150,"Pakistan, Saudi Arabia, Turkiye","@RealMurshad_uk 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂 https://t.co/fJXxAgiT2H",patnaikomkar,2026-09-10 18:47:52+0000,2,0,,44,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098120840684474743,"Pakistan, Saudi Arabia, Turkiye","@HiraYasirr2002 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂 https://t.co/rfSgZbOcqm",patnaikomkar,2026-09-10 18:46:04+0000,1,0,,44,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098120636967112994,"Pakistan, Saudi Arabia, Turkiye","@TurkishCentury 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂 https://t.co/sAHIbHPCho",patnaikomkar,2026-09-10 18:45:15+0000,1,0,,44,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098120482688237864,Pakistan,"So when &amp; how will you activate it Khawaja ? 

#MeccaDefencePact #Houthis 

@chakranewz @SandeepUnnithan 

https://t.co/NdWzM7wPkj",awasthi_bob,2026-09-10 18:44:38+0000,0,0,"#Houthis, #MeccaDefencePact",15,False,,en,False,,,True,True,,so when &amp; how will you activate it khawaja ? meccadefencepact houthis,amp activate khawaja meccadefencepact houthis,,"['#Houthis', '#MeccaDefencePact']",matched_actor has but text doesn't clearly show: ['Pakistan'],False,[],,
2098119341124485235,"Iran, Saudi Arabia, Turkiye","Pak is under too much stress as Saudi faces continuous attacks from Iran-backed Houthi rebels. As per the Mecca pact (Saudi-Pak-Turkey), an attack on one is attack on all, but Pak still hoping it doesn't have to come to Saudi's rescue militarily. It's advantage Iran!! #IranWar‌",ameeet11,2026-09-10 18:40:06+0000,0,0,"#IranWar, #IranWar‌",46,False,,en,False,,,True,True,,"pak is under too much stress as saudi faces continuous attacks from iran-backed houthi rebels. as per the mecca pact (saudi-pak-turkey), an attack on one is attack on all, but pak still hoping it doesn't have to come to saudi's rescue militarily. it's advantage iran!! iranwar‌",pak much stress saudi face continuous attack houthi rebel per mecca pact attack one attack pak still hoping come saudi rescue militarily advantage iran,,"['#IranWar', '#IranWar\u200c']",,True,"['Iran', 'Saudi Arabia', 'Turkiye']",,
2098119207187595744,"Pakistan, Saudi Arabia, Turkiye","🚨 BREAKING: — WE WILL ACT WHEN THE The Mecca Pact is now being tested by Houthi missiles. Pakistan says it has not discussed any military response under the defence pact with Saudi Arabia and Türkiye after the latest Houthi attacks on Saudi cities

 https://t.co/JW0FzJqxSo",harisusmanivlog,2026-09-10 18:39:34+0000,0,0,,45,False,,en,False,,,True,True,,🚨 breaking: — we will act when the the mecca pact is now being tested by houthi missiles. pakistan says it has not discussed any military response under the defence pact with saudi arabia and türkiye after the latest houthi attacks on saudi cities,breaking act mecca pact tested houthi missile pakistan say discussed military response defence pact saudi arabia türkiye latest houthi attack saudi city,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
2098119193820316129,"Pakistan, Saudi Arabia, Turkiye","@burhan_uddin_0 7th Aug - Pakistan, Saudi, Türkiye signed Mecca Pact, that states, attack on anyone will be considered attack on all

9th Sept- Houthis captured 1000s of Saudi soldiers

10th Sept - Pakistan says, we have signed defensive pact, we are surrendering 😂 https://t.co/Xn4tPPHQdc",patnaikomkar,2026-09-10 18:39:31+0000,0,0,,44,False,cluster_80,en,False,,,True,True,,"7th aug - pakistan, saudi, türkiye signed mecca pact, that states, attack on anyone will be considered attack on all 9th sept- houthis captured 1000s of saudi soldiers 10th sept - pakistan says, we have signed defensive pact, we are surrendering 😂",aug pakistan saudi türkiye signed mecca pact state attack anyone considered attack houthis captured saudi soldier sept pakistan say signed defensive pact surrendering,,[],,True,"['Pakistan', 'Saudi Arabia', 'Turkiye']",,
